k,m,h(m)
31,38,2.99157e-13
31,39,7.83507e-14
31,40,1.91099e-14
32,1,0.6
32,2,0.356962
32,3,0.210516
32,4,0.123029
32,5,0.0712272
32,6,0.040837
32,7,0.0231777
32,8,0.0130176
32,9,0.00723202
32,10,0.00397252
32,11,0.00215651
32,12,0.00115639
32,13,0.000612206
32,14,0.000319809
32,15,0.00016475
32,16,8.36423e-05
32,17,4.18212e-05
32,18,2.05787e-05
32,19,9.95742e-06
32,20,4.73386e-06
32,21,2.20913e-06
32,22,1.01096e-06
32,23,4.53189e-07
32,24,1.98767e-07
32,25,8.51858e-08
32,26,3.56232e-08
32,27,1.45131e-08
32,28,5.75049e-09
32,29,2.21173e-09
32,30,8.23977e-10
32,31,2.96632e-10
32,32,1.02913e-10
32,33,3.43043e-11
32,34,1.09482e-11
32,35,3.33206e-12
32,36,9.62595e-13
32,37,2.62526e-13
32,38,6.71578e-14
32,39,1.59899e-14
32,40,3.50999e-15
33,1,0.5875
33,2,0.342089
33,3,0.197359
33,4,0.112776
33,5,0.0638077
33,6,0.0357323
33,7,0.0197976
33,8,0.010848
33,9,0.00587601
33,10,0.00314491
33,11,0.00166231
33,12,0.000867291
33,13,0.0004464
33,14,0.000226531
33,15,0.000113266
33,16,5.57616e-05
33,17,2.70095e-05
33,18,1.28617e-05
33,19,6.01594e-06
33,20,2.76142e-06
33,21,1.24264e-06
33,22,5.47603e-07
33,23,2.36036e-07
33,24,9.93835e-08
33,25,4.08182e-08
33,26,1.63273e-08
33,27,6.3495e-09
33,28,2.39604e-09
33,29,8.75475e-10
33,30,3.08991e-10
33,31,1.05057e-10
33,32,3.43043e-11
33,33,1.07201e-11
33,34,3.19322e-12
33,35,9.02432e-13
33,36,2.40649e-13
33,37,6.01622e-14
33,38,1.39912e-14
33,39,2.99811e-15
33,40,5.84998e-16
34,1,0.575
34,2,0.327532
34,3,0.184761
34,4,0.103178
34,5,0.0570197
34,6,0.0311708
34,7,0.0168491
34,8,0.00900155
34,9,0.00475082
34,10,0.00247578
34,11,0.00127326
34,12,0.000645855
34,13,0.000322928
34,14,0.000159054
34,15,7.71171e-05
34,16,3.67789e-05
34,17,1.72401e-05
34,18,7.93592e-06
34,19,3.58397e-06
34,20,1.58635e-06
34,21,6.87416e-07
34,22,2.91278e-07
34,23,1.20529e-07
34,24,4.86345e-08
34,25,1.91064e-08
34,26,7.29517e-09
34,27,2.70191e-09
34,28,9.68611e-10
34,29,3.35288e-10
34,30,1.11763e-10
34,31,3.57641e-11
34,32,1.09482e-11
34,33,3.19322e-12
34,34,8.83232e-13
34,35,2.30408e-13
34,36,5.6322e-14
34,37,1.28005e-14
34,38,2.67917e-15
34,39,5.10317e-16
34,40,8.71274e-17
35,1,0.5625
35,2,0.313291
35,3,0.172712
35,4,0.0942064
35,5,0.0508219
35,6,0.027105
35,7,0.0142851
35,8,0.00743606
35,9,0.00382131
35,10,0.00193757
35,11,0.000968783
35,12,0.000477371
35,13,0.000231666
35,14,0.000110646
35,15,5.19702e-05
35,16,2.39862e-05
35,17,1.08688e-05
35,18,4.83056e-06
35,19,2.10363e-06
35,20,8.9663e-07
35,21,3.73596e-07
35,22,1.51971e-07
35,23,6.02644e-08
35,24,2.326e-08
35,25,8.72249e-09
35,26,3.17181e-09
35,27,1.11601e-09
35,28,3.79022e-10
35,29,1.23911e-10
35,30,3.8874e-11
35,31,1.16622e-11
35,32,3.33206e-12
35,33,9.02432e-13
35,34,2.30408e-13
35,35,5.50976e-14
35,36,1.22439e-14
35,37,2.50444e-15
35,38,4.65942e-16
35,39,7.7657e-17
35,40,1.13644e-17
36,1,0.55
36,2,0.299367
36,3,0.161198
36,4,0.0858325
36,5,0.045175
36,6,0.023491
36,7,0.0120629
36,8,0.0061141
36,9,0.00305705
36,10,0.001507
36,11,0.000731969
36,12,0.000350072
36,13,0.00016474
36,14,7.62229e-05
36,15,3.46468e-05
36,16,1.54578e-05
36,17,6.76279e-06
36,18,2.89834e-06
36,19,1.21543e-06
36,20,4.98128e-07
36,21,1.99251e-07
36,22,7.76742e-08
36,23,2.94626e-08
36,24,1.08546e-08
36,25,3.87666e-09
36,26,1.33921e-09
36,27,4.46403e-10
36,28,1.43186e-10
36,29,4.40572e-11
36,30,1.2958e-11
36,31,3.62824e-12
36,32,9.62595e-13
36,33,2.40649e-13
36,34,5.6322e-14
36,35,1.22439e-14
36,36,2.44878e-15
36,37,4.45233e-16
36,38,7.24799e-17
36,39,1.03543e-17
36,40,1.26272e-18
37,1,0.5375
37,2,0.285759
37,3,0.150207
37,4,0.0780296
37,5,0.0400415
37,6,0.0202877
37,7,0.0101438
37,8,0.00500244
37,9,0.00243174
37,10,0.0011645
37,11,0.000548977
37,12,0.000254598
37,13,0.000116067
37,14,5.19702e-05
37,15,2.28354e-05
37,16,9.83678e-06
37,17,4.14989e-06
37,18,1.71265e-06
37,19,6.90586e-07
37,20,2.71706e-07
37,21,1.04154e-07
37,22,3.88371e-08
37,23,1.40617e-08
37,24,4.93393e-09
37,25,1.67401e-09
37,26,5.47859e-10
37,27,1.72474e-10
37,28,5.20676e-11
37,29,1.50195e-11
37,30,4.123e-12
37,31,1.07198e-12
37,32,2.62526e-13
37,33,6.01622e-14
37,34,1.28005e-14
37,35,2.50444e-15
37,36,4.45233e-16
37,37,7.08326e-17
37,38,9.88362e-18
37,39,1.17662e-18
37,40,1.14792e-19
38,1,0.525
38,2,0.272468
38,3,0.139727
38,4,0.070771
38,5,0.0353855
38,6,0.0174568
38,7,0.00849252
38,8,0.00407176
38,9,0.00192277
38,10,0.000893684
38,11,0.000408541
38,12,0.000183547
38,13,8.09768e-05
38,14,3.50497e-05
38,15,1.48696e-05
38,16,6.17658e-06
38,17,2.50924e-06
38,18,9.95729e-07
38,19,3.85444e-07
38,20,1.45331e-07
38,21,5.32881e-08
38,22,1.89669e-08
38,23,6.54033e-09
38,24,2.18011e-09
38,25,7.00749e-10
38,26,2.16595e-10
38,27,6.41764e-11
38,28,1.81631e-11
38,29,4.89007e-12
38,30,1.24649e-12
38,31,2.99157e-13
38,32,6.71578e-14
38,33,1.39912e-14
38,34,2.67917e-15
38,35,4.65942e-16
38,36,7.24799e-17
38,37,9.88362e-18
38,38,1.14926e-18
38,39,1.09453e-19
38,40,8.00877e-21
39,1,0.5125
39,2,0.259494
39,3,0.129747
39,4,0.0640309
39,5,0.0311729
39,6,0.014963
39,7,0.0070771
39,8,0.00329618
39,9,0.00151075
39,10,0.000680902
39,11,0.000301542
39,12,0.000131105
39,13,5.59126e-05
39,14,2.33664e-05
39,15,9.559e-06
39,16,3.8236e-06
39,17,1.49359e-06
39,18,5.68988e-07
39,19,2.11076e-07
39,20,7.61258e-08
39,21,2.6644e-08
39,22,9.03188e-09
39,23,2.95872e-09
39,24,9.34332e-10
39,25,2.83637e-10
39,26,8.25125e-11
39,27,2.29201e-11
39,28,6.05437e-12
39,29,1.51359e-12
39,30,3.5614e-13
39,31,7.83507e-14
39,32,1.59899e-14
39,33,2.99811e-15
39,34,5.10317e-16
39,35,7.7657e-17
39,36,1.03543e-17
39,37,1.17662e-18
39,38,1.09453e-19
39,39,7.81808e-21
39,40,3.8137e-22
40,1,0.5
40,2,0.246835
40,3,0.120253
40,4,0.057784
40,5,0.0273714
40,6,0.0127733
40,7,0.00586881
40,8,0.00265303
40,9,0.00117912
40,10,0.000514828
40,11,0.000220641
40,12,9.2733e-05
40,13,3.81842e-05
40,14,1.53877e-05
40,15,6.0618e-06
40,16,2.33146e-06
40,17,8.74299e-07
40,18,3.19188e-07
40,19,1.1326e-07
40,20,3.89913e-08
40,21,1.29971e-08
40,22,4.18551e-09
40,23,1.29895e-09
40,24,3.87406e-10
40,25,1.10687e-10
40,26,3.01875e-11
40,27,7.82639e-12
40,28,1.91968e-12
40,29,4.43003e-13
40,30,9.55497e-14
40,31,1.91099e-14
40,32,3.50999e-15
40,33,5.84998e-16
40,34,8.71274e-17
40,35,1.13644e-17
40,36,1.26272e-18
40,37,1.14792e-19
40,38,8.00877e-21
40,39,3.8137e-22
40,40,9.3017e-24
41,1,0.4875
41,2,0.234494
41,3,0.111234
41,4,0.0520056
41,5,0.0239499
41,6,0.0108573
41,7,0.00484177
41,8,0.00212242
41,9,0.00091382
41,10,0.000386121
41,11,0.000159964
41,12,6.49131e-05
41,13,2.57743e-05
41,14,1.0002e-05
41,15,3.78863e-06
41,16,1.39888e-06
41,17,5.02722e-07
41,18,1.75554e-07
41,19,5.94617e-08
41,20,1.94956e-08
41,21,6.17362e-09
41,22,1.88348e-09
41,23,5.52054e-10
41,24,1.54962e-10
41,25,4.15078e-11
41,26,1.05656e-11
41,27,2.54358e-12
41,28,5.75904e-13
41,29,1.21826e-13
41,30,2.38874e-14
41,31,4.29974e-15
41,32,7.01998e-16
41,33,1.02375e-16
41,34,1.30691e-17
41,35,1.42055e-18
41,36,1.26272e-19
41,37,8.60942e-21
41,38,4.00438e-22
41,39,9.53424e-24
42,1,0.475
42,2,0.222468
42,3,0.102678
42,4,0.0466717
42,5,0.0208794
42,6,0.00918695
42,7,0.00397274
42,8,0.00168705
42,9,0.000702938
42,10,0.000287116
42,11,0.000114846
42,12,4.49399e-05
42,13,1.71829e-05
42,14,6.41152e-06
42,15,2.33146e-06
42,16,8.24979e-07
42,17,2.83587e-07
42,18,9.45289e-08
42,19,3.04932e-08
42,20,9.49788e-09
42,21,2.84936e-09
42,22,8.21003e-10
42,23,2.26484e-10
42,24,5.96009e-11
42,25,1.49002e-11
42,26,3.52187e-12
42,27,7.82639e-13
42,28,1.62434e-13
42,29,3.12374e-14
42,30,5.51248e-15
42,31,8.81997e-16
42,32,1.26e-16
42,33,1.57499e-17
42,34,1.67553e-18
42,35,1.45698e-19
42,36,9.71319e-21
42,37,4.41509e-22
42,38,1.02676e-23
43,1,0.4625
43,2,0.210759
43,3,0.0945716
43,4,0.0417589
43,5,0.0181321
43,6,0.00773638
43,7,0.00324092
43,8,0.00133188
43,9,0.000536453
43,10,0.000211559
43,11,8.16013e-05
43,12,3.07483e-05
43,13,1.13045e-05
43,14,4.04938e-06
43,15,1.41115e-06
43,16,4.7762e-07
43,17,1.56719e-07
43,18,4.9752e-08
43,19,1.52466e-08
43,20,4.49899e-09
43,21,1.27472e-09
43,22,3.45685e-10
43,23,8.94014e-11
43,24,2.19582e-11
43,25,5.09745e-12
43,26,1.11217e-12
43,27,2.26553e-13
43,28,4.27459e-14
43,29,7.39833e-15
43,30,1.16052e-15
43,31,1.62473e-16
43,32,1.98947e-17
43,33,2.07236e-18
43,34,1.76371e-19
43,35,1.15025e-20
43,36,5.11221e-22
43,37,1.16187e-23
44,1,0.45
44,2,0.199367
44,3,0.0869036
44,4,0.0372444
44,5,0.0156819
44,6,0.00648183
44,7,0.00262777
44,8,0.00104391
44,9,0.000405964
44,10,0.000154381
44,11,5.73415e-05
44,12,2.07759e-05
44,13,7.33267e-06
44,14,2.51718e-06
44,15,8.39061e-07
44,16,2.71081e-07
44,17,8.47129e-08
44,18,2.55483e-08
44,19,7.41726e-09
44,20,2.06711e-09
44,21,5.51228e-10
44,22,1.40143e-10
44,23,3.38276e-11
44,24,7.71506e-12
44,25,1.65323e-12
44,26,3.30645e-13
44,27,6.12306e-14
44,28,1.03977e-14
44,29,1.59964e-15
44,30,2.19558e-16
44,31,2.6347e-17
44,32,2.68847e-18
44,33,2.24039e-19
44,34,1.43004e-20
44,35,6.21755e-22
44,36,1.38168e-23
45,1,0.4375
45,2,0.188291
45,3,0.0796616
45,4,0.0331061
45,5,0.0135038
45,6,0.00540153
45,7,0.00211681
45,8,0.000811929
45,9,0.000304473
45,10,0.000111497
45,11,3.98205e-05
45,12,1.38506e-05
45,13,4.68476e-06
45,14,1.53828e-06
45,15,4.89453e-07
45,16,1.50601e-07
45,17,4.47096e-08
45,18,1.27742e-08
45,19,3.5026e-09
45,20,9.18714e-10
45,21,2.29678e-10
45,22,5.45e-11
45,23,1.22155e-11
45,24,2.57169e-12
45,25,5.05153e-13
45,26,9.18459e-14
45,27,1.53077e-14
45,28,2.31059e-15
45,29,3.11041e-16
45,30,3.6593e-17
45,31,3.6593e-18
45,32,2.98719e-19
45,33,1.86699e-20
45,34,7.94465e-22
45,35,1.7271e-23
46,1,0.425
46,2,0.177532
46,3,0.0728335
46,4,0.0293226
46,5,0.0115747
46,6,0.00447555
46,7,0.00169345
46,8,0.000626345
46,9,0.00022618
46,10,7.96409e-05
46,11,2.73055e-05
46,12,9.10182e-06
46,13,2.94471e-06
46,14,9.22968e-07
46,15,2.79687e-07
46,16,8.17547e-08
46,17,2.29935e-08
46,18,6.2046e-09
46,19,1.60119e-09
46,20,3.93734e-10
46,21,9.18714e-11
46,22,2.02428e-11
46,23,4.18817e-12
46,24,8.08244e-13
46,25,1.44329e-13
46,26,2.36175e-14
46,27,3.49889e-15
46,28,4.62118e-16
46,29,5.33213e-17
46,30,5.22758e-18
46,31,4.18206e-19
46,32,2.56045e-20
46,33,1.06685e-21
46,34,2.2699e-23
47,1,0.4125
47,2,0.167089
47,3,0.066407
47,4,0.0258729
47,5,0.00987254
47,6,0.00368575
47,7,0.0013448
47,8,0.00047897
47,9,0.000166309
47,10,5.62171e-05
47,11,1.84713e-05
47,12,5.88941e-06
47,13,1.81879e-06
47,14,5.42922e-07
47,15,1.56296e-07
47,16,4.32819e-08
47,17,1.14968e-08
47,18,2.91981e-09
47,19,7.06406e-10
47,20,1.62126e-10
47,21,3.51273e-11
47,22,7.14453e-12
47,23,1.355e-12
47,24,2.37719e-13
47,25,3.82048e-14
47,26,5.55706e-15
47,27,7.2036e-16
47,28,8.15502e-17
47,29,7.84137e-18
47,30,6.15009e-19
47,31,3.69005e-20
47,32,1.50614e-21
47,33,3.1378e-23
48,1,0.4
48,2,0.156962
48,3,0.06037
48,4,0.0227368
48,5,0.0083767
48,6,0.00301561
48,7,0.00105954
48,8,0.000362856
48,9,0.000120952
48,10,3.91816e-05
48,11,1.23142e-05
48,12,3.74781e-06
48,13,1.1023e-06
48,14,3.12592e-07
48,15,8.52522e-08
48,16,2.22967e-08
48,17,5.57418e-09
48,18,1.32719e-09
48,19,2.99687e-10
48,20,6.38678e-11
48,21,1.27736e-11
48,22,2.38151e-12
48,23,4.10605e-13
48,24,6.48324e-14
48,25,9.26177e-15
48,26,1.17877e-15
48,27,1.30975e-16
48,28,1.23561e-17
48,29,9.50469e-19
48,30,5.59099e-20
48,31,2.2364e-21
48,32,4.56408e-23
49,1,0.3875
49,2,0.147152
49,3,0.0547103
49,4,0.0198947
49,5,0.00706784
49,6,0.00245018
49,7,0.000827765
49,8,0.000272142
49,9,8.69342e-05
49,10,2.69374e-05
49,11,8.08121e-06
49,12,2.34238e-06
49,13,6.54488e-07
49,14,1.75833e-07
49,15,4.52902e-08
49,16,1.11484e-08
49,17,2.6129e-09
49,18,5.80644e-10
49,19,1.21748e-10
49,20,2.39504e-11
49,21,4.39091e-12
49,22,7.44222e-13
49,23,1.15483e-13
49,24,1.62081e-14
49,25,2.02601e-15
49,26,2.2102e-16
49,27,2.04648e-17
49,28,1.54451e-18
49,29,8.91064e-20
49,30,3.49437e-21
49,31,6.98874e-23
50,1,0.375
50,2,0.137658
50,3,0.0494158
50,4,0.0173276
50,5,0.00592787
50,6,0.00197596
50,7,0.00064085
50,8,0.000201912
50,9,6.16953e-05
50,10,1.82479e-05
50,11,5.21368e-06
50,12,1.43565e-06
50,13,3.80026e-07
50,14,9.64244e-08
50,15,2.33756e-08
50,16,5.39437e-09
50,17,1.18002e-09
50,18,2.43496e-10
50,19,4.71283e-11
50,20,8.49854e-12
50,21,1.41642e-12
50,22,2.16064e-13
50,23,2.9802e-14
50,24,3.65989e-15
50,25,3.92132e-16
50,26,3.56483e-17
50,27,2.64062e-18
50,28,1.49469e-19
50,29,5.7488e-21
50,30,1.12722e-22
51,1,0.3625
51,2,0.128481
51,3,0.0444742
51,4,0.0150173
51,5,0.00493989
51,6,0.00158076
51,7,0.000491319
51,8,0.000148069
51,9,4.31867e-05
51,10,1.21653e-05
51,11,3.302e-06
51,12,8.61391e-07
51,13,2.15348e-07
51,14,5.14263e-08
51,15,1.16878e-08
51,16,2.51737e-09
51,17,5.11342e-10
51,18,9.73984e-11
51,19,1.72804e-11
51,20,2.83285e-12
51,21,4.24927e-13
51,22,5.76172e-14
51,23,6.9538e-15
51,24,7.31979e-16
51,25,6.53553e-17
51,26,4.75311e-18
51,27,2.64062e-19
51,28,9.96459e-21
51,29,1.91627e-22
52,1,0.35
52,2,0.11962
52,3,0.0398734
52,4,0.0129459
52,5,0.00408818
52,6,0.00125371
52,7,0.000372724
52,8,0.000107222
52,9,2.97839e-05
52,10,7.97034e-06
52,11,2.04952e-06
52,12,5.04954e-07
52,13,1.18813e-07
52,14,2.65998e-08
52,15,5.64239e-09
52,16,1.12848e-09
52,17,2.1159e-10
52,18,3.69442e-11
52,19,5.95874e-12
52,20,8.79159e-13
52,21,1.17221e-13
52,22,1.39076e-14
52,23,1.43872e-15
52,24,1.26203e-16
52,25,9.01452e-18
52,26,4.91701e-19
52,27,1.82111e-20
52,28,3.43607e-22
53,1,0.3375
53,2,0.111076
53,3,0.0356013
53,4,0.0110965
53,5,0.00335815
53,6,0.000985058
53,7,0.000279543
53,8,7.65872e-05
53,9,2.02105e-05
53,10,5.12379e-06
53,11,1.24435e-06
53,12,2.88545e-07
53,13,6.36496e-08
53,14,1.32999e-08
53,15,2.61968e-09
53,16,4.83633e-10
53,17,8.31245e-11
53,18,1.31944e-11
53,19,1.91531e-12
53,20,2.51188e-13
53,21,2.93053e-14
53,22,2.9802e-15
53,23,2.56914e-16
53,24,1.8029e-17
53,25,9.65841e-19
53,26,3.51215e-20
53,27,6.50398e-22
54,1,0.325
54,2,0.102848
54,3,0.0316456
54,4,0.00945257
54,5,0.00273627
54,6,0.000766156
54,7,0.000207069
54,8,5.38947e-05
54,9,1.34737e-05
54,10,3.22609e-06
54,11,7.37392e-07
54,12,1.60303e-07
54,13,3.30035e-08
54,14,6.40366e-09
54,15,1.1643e-09
54,16,1.97036e-10
54,17,3.07868e-11
54,18,4.39812e-12
54,19,5.67499e-13
54,20,6.51229e-14
54,21,6.51229e-15
54,22,5.51889e-16
54,23,3.80613e-17
54,24,2.00323e-18
54,25,7.15438e-20
54,26,1.3008e-21
55,1,0.3125
55,2,0.0949367
55,3,0.0279942
55,4,0.00799833
55,5,0.00221007
55,6,0.000589351
55,7,0.00015132
55,8,3.73117e-05
55,9,8.80971e-06
55,10,1.98529e-06
55,11,4.25419e-07
55,12,8.63168e-08
55,13,1.65017e-08
55,14,2.95554e-09
55,15,4.9259e-10
55,16,7.5783e-11
55,17,1.0657e-11
55,18,1.35327e-12
55,19,1.52788e-13
55,20,1.50284e-14
55,21,1.25236e-15
55,22,8.4906e-17
55,23,4.39169e-18
55,24,1.54094e-19
55,25,2.75168e-21
56,1,0.3
56,2,0.0873418
56,3,0.0246349
56,4,0.0067186
56,5,0.00176805
56,6,0.000447907
56,7,0.00010895
56,8,2.5372e-05
56,9,5.63822e-06
56,10,1.19117e-06
56,11,2.38234e-07
56,12,4.48848e-08
56,13,7.92084e-09
56,14,1.30044e-09
56,15,1.97036e-10
56,16,2.72819e-11
56,17,3.41024e-12
56,18,3.78915e-13
56,19,3.66692e-14
56,20,3.00567e-15
56,21,2.00378e-16
56,22,1.01887e-17
56,23,3.51335e-19
56,24,6.16377e-21
57,1,0.2875
57,2,0.0800633
57,3,0.0215555
57,4,0.00559883
57,5,0.00139971
57,6,0.00033593
57,7,7.71731e-05
57,8,1.69146e-05
57,9,3.52389e-06
57,10,6.94851e-07
57,11,1.29044e-07
57,12,2.24424e-08
57,13,3.63038e-09
57,14,5.41848e-10
57,15,7.38884e-11
57,16,9.09396e-12
57,17,9.94652e-13
57,18,9.47288e-14
57,19,7.63942e-15
57,20,5.00945e-16
57,21,2.50473e-17
57,22,8.4906e-19
57,23,1.4639e-20
58,1,0.275
58,2,0.0731013
58,3,0.0187439
58,4,0.00462512
58,5,0.00109542
58,6,0.000248296
58,7,5.36856e-05
58,8,1.10313e-05
58,9,2.14497e-06
58,10,3.92742e-07
58,11,6.73271e-08
58,12,1.07333e-08
58,13,1.57843e-09
58,14,2.12028e-10
58,15,2.57003e-11
58,16,2.76773e-12
58,17,2.59474e-13
58,18,2.05932e-14
58,19,1.32859e-15
58,20,6.53407e-17
58,21,2.17802e-18
58,22,3.69156e-20
59,1,0.2625
59,2,0.0664557
59,3,0.0161879
59,4,0.00378419
59,5,0.000846464
59,6,0.000180579
59,7,3.66038e-05
59,8,7.01991e-06
59,9,1.26748e-06
59,10,2.14223e-07
59,11,3.36636e-08
59,12,4.87878e-09
59,13,6.45721e-10
59,14,7.7101e-11
59,15,8.17738e-12
59,16,7.54835e-13
59,17,5.89715e-14
59,18,3.74422e-15
59,19,1.81172e-16
59,20,5.94006e-18
59,21,9.9001e-20
60,1,0.25
60,2,0.0601266
60,3,0.0138754
60,4,0.00306339
60,5,0.000644925
60,6,0.000128985
60,7,2.44026e-05
60,8,4.34566e-06
60,9,7.24277e-07
60,10,1.12212e-07
60,11,1.60303e-08
60,12,2.0909e-09
60,13,2.45989e-10
60,14,2.57003e-11
60,15,2.33639e-12
60,16,1.79723e-13
60,17,1.12327e-14
60,18,5.34889e-16
60,19,1.72545e-17
60,20,2.8286e-19
61,1,0.2375
61,2,0.0541139
61,3,0.0117941
61,4,0.00245071
61,5,0.000483694
61,6,9.02895e-05
61,7,1.58617e-05
61,8,2.6074e-06
61,9,3.98352e-07
61,10,5.61059e-08
61,11,7.21362e-09
61,12,8.36362e-10
61,13,8.60961e-11
61,14,7.7101e-12
61,15,5.84098e-13
61,16,3.59445e-14
61,17,1.6849e-15
61,18,5.34889e-17
61,19,8.62723e-19
62,1,0.225
62,2,0.0484177
62,3,0.00993184
62,4,0.00193477
62,5,0.000356406
62,6,6.1777e-05
62,7,1.00179e-05
62,8,1.50955e-06
62,9,2.09659e-07
62,10,2.65765e-08
62,11,3.03731e-09
62,12,3.08133e-10
62,13,2.71882e-11
62,14,2.02897e-12
62,15,1.22968e-13
62,16,5.67545e-15
62,17,1.77358e-16
62,18,2.8152e-18
63,1,0.2125
63,2,0.043038
63,3,0.00827653
63,4,0.00150482
63,5,0.000257404
63,6,4.11847e-05
63,7,6.12204e-06
63,8,8.38636e-07
63,9,1.0483e-07
63,10,1.18118e-08
63,11,1.18118e-09
63,12,1.02711e-10
63,13,7.55229e-12
63,14,4.50883e-13
63,15,2.04947e-14
63,16,6.30605e-16
63,17,9.85321e-18
64,1,0.2
64,2,0.0379747
64,3,0.00681597
64,4,0.00115075
64,5,0.000181697
64,6,2.66489e-05
64,7,3.6012e-06
64,8,4.43984e-07
64,9,4.93315e-08
64,10,4.86367e-09
64,11,4.16886e-10
64,12,3.02092e-11
64,13,1.77701e-12
64,14,7.95676e-14
64,15,2.41114e-15
64,16,3.70944e-17
65,1,0.1875
65,2,0.0332278
65,3,0.00553797
65,4,0.000863061
65,5,0.000124917
65,6,1.66556e-05
65,7,2.02568e-06
65,8,2.21992e-07
65,9,2.15826e-08
65,10,1.82388e-09
65,11,1.30277e-10
65,12,7.55229e-12
65,13,3.33189e-13
65,14,9.94595e-15
65,15,1.50696e-16
66,1,0.175
66,2,0.0287975
66,3,0.00443038
66,4,0.000632911
66,5,8.32778e-05
66,6,9.99334e-06
66,7,1.08036e-06
66,8,1.03596e-07
66,9,8.63302e-09
66,10,6.07959e-10
66,11,3.47405e-11
66,12,1.51046e-12
66,13,4.44252e-14
66,14,6.63063e-16
67,1,0.1625
67,2,0.0246835
67,3,0.00348101
67,4,0.00045208
67,5,5.35357e-05
67,6,5.71048e-06
67,7,5.4018e-07
67,8,4.43984e-08
67,9,3.08322e-09
67,10,1.73703e-10
67,11,7.4444e-12
67,12,2.1578e-13
67,13,3.17323e-15
68,1,0.15
68,2,0.0208861
68,3,0.0026777
68,4,0.000312978
68,5,3.29451e-05
68,6,3.07487e-06
68,7,2.49314e-07
68,8,1.70763e-08
68,9,9.48684e-10
68,10,4.00852e-11
68,11,1.14529e-12
68,12,1.65984e-14
69,1,0.1375
69,2,0.0174051
69,3,0.00200828
69,4,0.000208652
69,5,1.9218e-05
69,6,1.53744e-06
69,7,1.03881e-07
69,8,5.6921e-09
69,9,2.37171e-10
69,10,6.68087e-12
69,11,9.5441e-14
70,1,0.125
70,2,0.0142405
70,3,0.00146056
70,4,0.000132779
70,5,1.04825e-05
70,6,6.98835e-07
70,7,3.77749e-08
70,8,1.55239e-09
70,9,4.3122e-11
70,10,6.07352e-13
71,1,0.1125
71,2,0.0113924
71,3,0.0010224
71,4,7.96672e-05
71,5,5.24126e-06
71,6,2.79534e-07
71,7,1.13325e-08
71,8,3.10478e-10
71,9,4.3122e-12
72,1,0.1
72,2,0.00886076
72,3,0.000681597
72,4,4.42595e-05
72,5,2.32945e-06
72,6,9.3178e-08
72,7,2.51832e-09
72,8,3.44976e-11
73,1,0.0875
73,2,0.00664557
73,3,0.000425998
73,4,2.21298e-05
73,5,8.73544e-07
73,6,2.32945e-08
73,7,3.1479e-10
74,1,0.075
74,2,0.00474684
74,3,0.000243427
74,4,9.48419e-06
74,5,2.49584e-07
74,6,3.32778e-09
75,1,0.0625
75,2,0.00316456
75,3,0.000121714
75,4,3.1614e-06
75,5,4.15973e-08
76,1,0.05
76,2,0.00189873
76,3,4.86855e-05
76,4,6.32279e-07
77,1,0.0375
77,2,0.000949367
77,3,1.21714e-05
78,1,0.025
78,2,0.000316456
79,1,0.0125
